date,dir,entry,exit,pnl,reason,score,bars
2024-10-09,SHORT,2633.199951171875,2628.10009765625,257.61989585725877,SESS,-2.0,2
2024-10-17,LONG,2707.60009765625,2707.39990234375,-9.399123179743407,SESS,6.0,1
2024-10-18,LONG,2731.300048828125,2731.300048828125,0.0,SESS,2.0,0
2024-10-21,LONG,2738.300048828125,2737.5,-40.85154613503805,SESS,10.0,1
2024-11-04,SHORT,2747.800048828125,2747.800048828125,0.0,SESS,-6.0,0
2024-11-13,SHORT,2611.300048828125,2590.240437586376,736.1179129090464,TP2,-10.0,2
2024-11-19,LONG,2630.199951171875,2631.699951171875,77.45822505028787,SESS,2.0,1
2024-12-06,SHORT,2659.5,2656.800048828125,58.29171259440935,SESS,-2.0,2
2024-12-13,SHORT,2676.199951171875,2676.199951171875,0.0,SESS,-2.0,0
2024-12-16,SHORT,2669.39990234375,2669.39990234375,0.0,SESS,-2.0,0
2024-12-18,SHORT,2654.800048828125,2652.0,205.78015033387035,SESS,-6.0,2
2024-12-19,SHORT,2606.60009765625,2607.5,-40.885378554545326,SESS,-10.0,1
2024-12-23,SHORT,2628.199951171875,2628.199951171875,0.0,SESS,-2.0,0
2024-12-24,SHORT,2626.60009765625,2629.874219716757,-321.67573902882555,SL,-6.0,1
2025-01-14,SHORT,2685.60009765625,2683.0,157.87701401908794,SESS,-2.0,1
2025-01-15,LONG,2700.39990234375,2715.89990234375,706.982280267209,SESS,10.0,2
2025-01-31,LONG,2843.10009765625,2843.10009765625,0.0,SESS,10.0,0
2025-02-07,LONG,2884.60009765625,2884.60009765625,0.0,SESS,2.0,0
2025-02-24,LONG,2952.60009765625,2958.5,143.67095420112562,SESS,2.0,2
2025-02-28,SHORT,2859.39990234375,2855.300048828125,176.61940742590758,SESS,-6.0,1
2025-03-04,LONG,2916.39990234375,2922.10009765625,247.00101046024395,SESS,2.0,2
2025-03-05,LONG,2925.699951171875,2925.699951171875,0.0,SESS,6.0,0
2025-03-14,LONG,2995.699951171875,2997.39990234375,87.29738752845407,SESS,6.0,2
2025-03-19,LONG,3038.60009765625,3038.60009765625,0.0,SESS,6.0,0
2025-04-01,LONG,3144.0,3117.718600400818,-369.01233245705004,SL,2.0,1
2025-04-11,LONG,3240.89990234375,3251.89990234375,162.59911471618614,SESS,10.0,1
2025-05-07,LONG,3393.60009765625,3393.60009765625,0.0,SESS,10.0,0
2025-05-19,LONG,3234.60009765625,3228.699951171875,-190.69061631182862,SESS,2.0,2
2025-05-20,LONG,3279.5,3289.39990234375,316.4055479005249,SESS,6.0,2
2025-05-21,LONG,3305.199951171875,3318.800048828125,512.986129202503,SESS,6.0,1
2025-06-12,LONG,3404.39990234375,3403.300048828125,-23.83512047976488,SESS,6.0,1
2025-06-20,SHORT,3385.699951171875,3383.199951171875,118.00141069667056,SESS,-2.0,2
2025-07-01,LONG,3352.10009765625,3352.0,-5.764633699916538,SESS,6.0,2
2025-07-10,LONG,3324.199951171875,3326.39990234375,120.64438054003409,SESS,6.0,1
2025-07-21,LONG,3411.10009765625,3407.60009765625,-191.7589254724209,SESS,2.0,2
2025-07-25,SHORT,3336.60009765625,3336.60009765625,0.0,SESS,-2.0,0
2025-08-08,LONG,3488.39990234375,3476.582131720309,-382.4995810961043,SL,2.0,1
2025-08-15,SHORT,3388.300048828125,3382.39990234375,379.58728428496437,SESS,-6.0,2
2025-08-26,LONG,3430.60009765625,3430.60009765625,0.0,SESS,2.0,0
2025-08-28,LONG,3465.800048828125,3475.89990234375,608.6018932381178,SESS,2.0,2
2025-09-09,LONG,3684.300048828125,3682.10009765625,-73.52248936658667,SESS,10.0,2
2025-09-12,LONG,3682.300048828125,3687.300048828125,335.47414973609466,SESS,10.0,2
2025-09-16,LONG,3723.0,3723.800048828125,42.1522020094063,SESS,10.0,2
2025-09-18,SHORT,3676.60009765625,3676.60009765625,0.0,SESS,-2.0,0
2025-09-26,LONG,3804.10009765625,3812.800048828125,403.91240919195957,SESS,2.0,1
2025-10-01,LONG,3895.10009765625,3887.39990234375,-279.8512516858958,SESS,6.0,2
2025-10-03,LONG,3906.60009765625,3906.60009765625,0.0,SESS,6.0,0
2025-10-06,LONG,3978.10009765625,3982.5,141.70767968873,SESS,2.0,1
2025-10-13,LONG,4123.39990234375,4123.39990234375,0.0,SESS,6.0,0
2025-10-15,LONG,4207.0,4214.2001953125,196.67979713290532,SESS,6.0,2
2025-10-27,SHORT,4004.60009765625,4021.699951171875,-353.8890135774284,SESS,-6.0,2
2025-10-28,SHORT,3973.5,3976.60009765625,-72.91831763257888,SESS,-2.0,1
2025-11-04,SHORT,3965.300048828125,3965.300048828125,0.0,SESS,-6.0,0
2025-11-06,LONG,3988.300048828125,3977.635464554138,-410.8626239538021,SL,2.0,2
2025-11-11,LONG,4112.60009765625,4119.89990234375,262.7134423832905,SESS,2.0,2
2025-11-13,LONG,4206.60009765625,4206.2998046875,-7.68333691146077,SESS,6.0,2
2025-12-03,LONG,4242.7998046875,4242.7998046875,0.0,SESS,6.0,0
2025-12-05,LONG,4244.10009765625,4248.39990234375,95.83224522193329,SESS,2.0,1
2025-12-12,LONG,4312.7998046875,4325.7998046875,167.4360876436565,SESS,10.0,1
2025-12-17,LONG,4365.2001953125,4347.26961840475,-414.0856983853078,SL,6.0,1
2025-12-18,LONG,4365.10009765625,4365.10009765625,0.0,SESS,2.0,0
2026-01-06,LONG,4488.5,4499.89990234375,328.57465578419414,SESS,6.0,2
2026-01-13,LONG,4627.60009765625,4613.078382214333,-411.52036710728123,SL,6.0,1
2026-01-14,LONG,4624.7998046875,4611.036329846952,-399.1747560940601,SL,6.0,2
2026-01-20,LONG,4742.0,4763.7001953125,525.7774141025017,SESS,2.0,2
2026-01-21,LONG,4850.0,4828.483170507284,-402.97283583432386,SL,6.0,1
2026-01-23,LONG,4966.89990234375,4966.89990234375,0.0,SESS,10.0,0
2026-02-05,SHORT,4891.5,4891.5,0.0,SESS,-2.0,0
2026-02-09,LONG,5069.7998046875,5069.7998046875,0.0,SESS,10.0,0
2026-02-10,LONG,5041.60009765625,5049.7001953125,122.50281082925652,SESS,10.0,2
2026-02-27,LONG,5246.89990234375,5252.39990234375,120.64251928943419,SESS,6.0,1
2026-03-02,LONG,5321.10009765625,5321.10009765625,0.0,SESS,10.0,0
2026-03-03,SHORT,5089.5,5089.5,0.0,SESS,-2.0,0
2026-03-04,SHORT,5161.60009765625,5153.60009765625,117.82237865416735,SESS,-6.0,2
2026-03-06,SHORT,5151.2001953125,5150.2001953125,15.332059258890194,SESS,-6.0,2
2026-03-13,SHORT,5050.60009765625,5050.89990234375,-5.266322565634123,SESS,-2.0,1
2026-03-20,SHORT,4585.2998046875,4575.89990234375,104.67025636181894,SESS,-2.0,1
2026-03-23,SHORT,4428.7998046875,4428.7998046875,0.0,SESS,-10.0,0
2026-04-06,LONG,4693.39990234375,4672.222104044338,-405.15476181412794,SL,2.0,2
2026-04-10,LONG,4788.10009765625,4784.5,-86.0585620347329,SESS,2.0,1
2026-04-15,LONG,4823.5,4814.7998046875,-223.54537451541714,SESS,10.0,2
2026-04-22,SHORT,4756.39990234375,4756.39990234375,0.0,SESS,-10.0,0
2026-04-29,SHORT,4560.2001953125,4577.793152431077,-383.7120008631864,SL,-10.0,1
2026-04-29,SHORT,4561.7998046875,4561.7998046875,0.0,SESS,-10.0,0
2026-05-07,LONG,4739.10009765625,4717.575935572071,-372.2006408373048,SL,6.0,1
2026-05-07,LONG,4721.10009765625,4721.10009765625,0.0,SESS,6.0,0
2026-05-11,LONG,4733.0,4733.0,0.0,SESS,6.0,0
2026-05-13,SHORT,4703.5,4693.39990234375,268.37481617193606,SESS,-2.0,1
2026-05-14,SHORT,4691.89990234375,4684.2001953125,182.58232743476543,SESS,-6.0,2
2026-05-18,SHORT,4554.39990234375,4551.39990234375,61.60644963264089,SESS,-10.0,1
2026-05-19,SHORT,4504.60009765625,4504.60009765625,0.0,SESS,-6.0,0
2026-05-22,SHORT,4516.2998046875,4520.2001953125,-99.70423371861791,SESS,-10.0,1
