Date,gold,macro_score,macro_raw,fwd_1,fwd_5
2024-12-23,2612.300048828125,-10.0,-3,0.2947575327470142,0.6469357282036237
2024-12-24,2620.0,-3.333333333333333,-1,0.7175591155772931,1.4847290970896987
2024-12-26,2638.800048828125,3.333333333333333,1,-0.8185575737669981,0.23495342796542307
2024-12-27,2617.199951171875,-3.333333333333333,-1,-0.42411178827413964,0.8100241314150436
2024-12-30,2606.10009765625,-3.333333333333333,-1,0.8863762959987476,1.9415928636483004
2024-12-31,2629.199951171875,-10.0,-3,1.1296193413755873,1.342615604887376
2025-01-02,2658.89990234375,-3.333333333333333,-1,-0.5227689215189235,0.9364830342964758
2025-01-03,2645.0,3.333333333333333,1,-0.2495311023156921,2.400756143667304
2025-01-06,2638.39990234375,-3.333333333333333,-1,0.6936040594857751,1.3303554789048322
2025-01-07,2656.699951171875,-3.333333333333333,-1,0.2935991633034929,0.7829280389360482
2025-01-08,2664.5,-3.333333333333333,-1,0.7243403575952323,1.8014636892475178
2025-01-09,2683.800048828125,-3.333333333333333,-1,0.9203349997202626,2.3325080995866054
2025-01-10,2708.5,-3.333333333333333,-1,-1.2922281705741168,1.3217666172466336
2025-01-13,2673.5,-3.333333333333333,-1,0.14961660744343686,3.048438376659801
2025-01-14,2677.5,10.0,3,1.3071895424836555,3.365083012371617
2025-01-15,2712.5,10.0,3,1.2497659850230436,1.8654413882488452
2025-01-16,2746.39990234375,10.0,3,-0.07645840337501264,1.1251146075997642
2025-01-17,2744.300048828125,-3.333333333333333,-1,0.38989727732010593,-0.24778809558483328
2025-01-21,2755.0,10.0,3,0.45735381692377786,0.4283139320553575
2025-01-22,2767.60009765625,-3.333333333333333,-1,-0.16259574509376318,0.05419858169792846
2025-01-23,2763.10009765625,3.333333333333333,1,0.5139137443453512,2.1678513346135686
2025-01-24,2777.300048828125,10.0,3,-1.4330482169155112,1.2674162154977742
2025-01-27,2737.5,10.0,3,1.0703214183789944,3.521457619863022
2025-01-28,2766.800048828125,-3.333333333333333,-1,0.08313028724642457,3.1263553011948497
2025-01-29,2769.10009765625,-3.333333333333333,-1,1.9464772107505413,3.7015635544108916
2025-01-30,2823.0,10.0,3,-0.37194473963868546,1.1689691817215797
2025-01-31,2812.5,-3.333333333333333,-1,0.7608854166666568,1.948446180555563
2025-02-03,2833.89990234375,3.333333333333333,1,0.6845741611526401,2.837084909663923
2025-02-04,2853.300048828125,10.0,3,0.6413643330515084,2.07478884655643
2025-02-05,2871.60009765625,10.0,3,-0.5432545314712378,1.302406361327102
2025-02-06,2856.0,-3.333333333333333,-1,0.39565997297357214,2.4474755722601493
2025-02-07,2867.300048828125,-3.333333333333333,-1,1.6391727129920985,0.5684807502021494
2025-02-10,2914.300048828125,-3.333333333333333,-1,-0.06176607754746488,0.5936262065768361
2025-02-11,2912.5,3.333333333333333,1,-0.1201716738197467,0.23690651824035402
2025-02-12,2909.0,3.333333333333333,1,0.5809522978257098,1.0656583018219257
2025-02-13,2925.89990234375,10.0,3,-1.445702385567471,0.39988364957830314
2025-02-14,2883.60009765625,10.0,3,1.664585877875835,2.2298447256872356
2025-02-18,2931.60009765625,-3.333333333333333,-1,-0.41616164913672593,-0.9244131789296839
